Leap Product,Plan,NAICS Code,Primary Classification,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Billing State/Province,Current MRR
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,AB,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,GA,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,FL,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,MA,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,WA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,WI,60.5
JobProgress,Partner 65,238160,Contractors - Roofing,1,60.5,60.5,NJ,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,"Signs, Displays, Flags & Banners",1,60.5,60.5,NJ,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,MS,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,NC,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,IN,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,Swimming Pool Construction,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,IL,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,IA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,MD,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,NB,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,NJ,60.5
JobProgress,Partner 65,not found,Consultants - Business,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,TN,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,GA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,NC,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,MI,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,CT,60.5
JobProgress,Partner 65,not found,"Office Services, Supplies & Equipment",1,60.5,60.5,CA,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,KY,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,Inspection Services,1,60.5,60.5,AZ,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,NY,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,NJ,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,SC,60.5
JobProgress,Partner 65,not found,Contractors - Concrete,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,IL,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,NY,60.5
Leap,Pro 2021,not found,Contractors - Carpentry,1,49,49,IA,49
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,NY,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,GA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,OK,60.5
JobProgress,Partner 65,not found,Home Improvement & Remodeling Services,1,60.5,60.5,MI,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,VA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,65,65,FL,65
JobProgress,Partner 65,not found,,1,65,65,OH,65
JobProgress,Partner 65,not found,,1,65,65,CA,65
JobProgress,Partner 65,not found,,1,65,65,WA,65
JobProgress,Partner 65,not found,,1,65,65,OH,65
JobProgress,Partner 65,not found,Contractors - Building,1,65,65,GA,65
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,3,60.5,181.5,VA,181.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,AR,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,NJ,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,CA,60.5
JobProgress,Partner 65,not found,"Heating, Ventilation & Air Conditioning",1,60.5,60.5,CT,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,PA,60.5
Leap,SalesPro Team 2023,not found,,2,99,198,SD,198
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,TN,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,PA,60.5
JobProgress,Leap Team 2023,not found,,1,79,79,DE,79
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,CA,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,MN,60.5
JobProgress,Leap Team 2023,not found,,1,65,65,VA,65
JobProgress,Partner 65,not found,Contractors - Siding,1,60.5,60.5,MI,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,NC,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,WA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,TN,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,WI,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,IN,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,GA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,GA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,FL,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,ON,60.5
JobProgress,Partner 65,not found,Cleaning Services & Supplies,1,60.5,60.5,MO,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,PA,60.5
JobProgress,Leap Team 2023,not found,,1,79,79,FL,79
JobProgress,Partner 65,423310,Glass Products & Services,1,60.5,60.5,NJ,60.5
JobProgress,Leap Team 2023,not found,,3,79,237,TX,237
JobProgress,Partner 65,238160,,1,60.5,60.5,CA,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,MA,60.5
JobProgress,Leap Team 2023,not found,,1,79,79,MT,79
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,,1,65,65,CA,65
JobProgress,Partner 65,not found,,1,60.5,60.5,CA,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,DE,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,MD,60.5
JobProgress,Partner 65,not found,Garage Doors,1,60.5,60.5,WA,60.5
JobProgress,Partner 65,not found,Metal,1,60.5,60.5,FL,60.5
JobProgress,Partner 65,not found,Contractors - Paving,1,60.5,60.5,NJ,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,MO,60.5
JobProgress,Partner 65,not found,Engineers,1,60.5,60.5,MA,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,CO,60.5
Both,Leap Team 2023,not found,,2,70,140,MO,230
JobProgress,Leap Team 2023,not found,Contractors - Roofing,1,79,79,IL,79
JobProgress,Partner 65,not found,,1,65,65,Cheshire,65
JobProgress,Leap Team 2023b,not found,,6,80,589,CA,589
JobProgress,Leap Team 2023,not found,,1,79,79,IN,79
JobProgress,Leap Team 2023,not found,,2,55,110,AZ,110
JobProgress,Partner 65,not found,Contractors - Roofing,1,50,50,FL,50
JobProgress,Partner 65,not found,,1,55,55,IL,55
JobProgress,Partner 65,not found,,1,49.5,49.5,NJ,49.5
JobProgress,Leap Team 2023,not found,,2,79,183,IN,183
Both,SalesPro Team 2023,not found,,3,90,270,IN,792
Leap,Pro 2021,not found,,1,49,49,OH,49
JobProgress,Partner 65,not found,,1,71.5,71.5,KS,71.5
JobProgress,Partner 65,not found,,1,55,55,SC,55
JobProgress,Partner 65,not found,Contractors - Roofing,1,55,55,TX,55
JobProgress,Partner 65,not found,Contractors - Roofing,1,55,55,CO,55
JobProgress,Partner 65,not found,Contractors - Roofing,2,27.5,55,TX,55
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,NJ,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,55,55,MA,55
JobProgress,Partner 65,not found,Contractors - Painting,1,55,55,NC,55
JobProgress,Partner 65,not found,Glass Products & Services,1,60.5,60.5,VA,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,CA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,NY,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,NE,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,UT,60.5
JobProgress,Partner 65,not found,Carpet & Flooring,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,Contractors - Painting,1,60.5,60.5,IL,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,NC,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,LA,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,CO,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,VA,60.5
JobProgress,Partner 65,not found,Fire & Water - Damage & Restoration,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,,4,35,140,CO,140
JobProgress,Partner 65,not found,Fire & Water - Damage & Restoration,1,60.5,60.5,NJ,60.5
JobProgress,Partner 65,not found,Engineers,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,LA,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,CT,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,FL,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,Washington,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,GA,60.5
JobProgress,Partner 65,not found,,1,49.5,49.5,NJ,49.5
JobProgress,Partner 65,not found,Repair Services,1,60.5,60.5,FL,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,65,65,NY,65
JobProgress,Partner 65,not found,,1,65,65,PA,65
JobProgress,Partner 65,not found,,1,65,65,Arkansas,65
JobProgress,Partner 65,not found,Contractors - Building,1,65,65,NC,65
JobProgress,Partner 65,not found,Contractors - Building,1,66,66,OH,66
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,OH,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,NC,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,NY,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,WA,60.5
Both,SalesPro Enterprise 2023,not found,Contractors - Building,1,129,129,AL,794.5
JobProgress,Partner 65,238160,,1,55,55,TX,55
JobProgress,Partner 65,not found,,1,60.5,60.5,NE,60.5
JobProgress,Partner 65,not found,Glass Products & Services,1,60.5,60.5,LA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,TX,60.5
Leap,Pro 2021,not found,Interior Designers & Decorators,1,49,49,KS,49
JobProgress,Leap Team 2023b,not found,,3,55,249,TX,249
JobProgress,Leap Team 2023b,not found,,3,99,249,NC,249
JobProgress,Leap Team 2023b,not found,,3,99,249,FL,249
JobProgress,Leap Team 2023,not found,,3,99,249,MA,249
JobProgress,Leap Team 2023b,not found,,3,99,249,FL,249
JobProgress,Leap Team 2023b,not found,,3,89,249,NY,249
Leap,SalesPro Team 2023,not found,,1,99,99,FL,99
JobProgress,Partner 65,not found,Contractors - Roofing,1,55,55,SC,55
Leap,SalesPro Team 2023,238160,,5,99,495,PA,495
Leap,Pro 2021,not found,,1,49,49,IL,49
JobProgress,Leap Team 2023,not found,,1,70,70,AL,70
JobProgress,Partner 65,not found,,1,49.5,49.5,FL,49.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,49.5,49.5,FL,49.5
JobProgress,Partner 65,not found,,1,49.5,49.5,AB,49.5
JobProgress,Partner 65,not found,,1,55,55,MI,55
JobProgress,Leap Team 2023,not found,,1,79,79,MD,79
JobProgress,Partner 65,238160,Contractors - Roofing,1,60.5,60.5,OK,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,FL,60.5
JobProgress,Partner 65,not found,,1,49.5,49.5,MN,49.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,CA,60.5
JobProgress,Leap Team 2023,not found,,3,35,105,NC,105
JobProgress,Leap Team 2023,not found,,2,79,158,MI,158
JobProgress,Partner 65,not found,,1,49.5,49.5,MN,49.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,CT,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,LA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,CO,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,TX,60.5
JobProgress,Partner 65,236118,Glass Products & Services,1,44,44,TX,44
JobProgress,Partner 65,not found,Cleaning Services & Supplies,2,60.5,121,TX,121
JobProgress,Partner 65,not found,Contractors - Roofing,1,65,65,MO,65
JobProgress,Partner 65,not found,,1,65,65,NJ,65
JobProgress,Partner 65,238160,Contractors - Roofing,1,60.5,60.5,VA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,45,45,TX,45
JobProgress,Leap Team 2023b,not found,,5,99,447,FL,447
JobProgress,Leap Team 2023b,not found,,5,99,447,TX,447
JobProgress,Leap Team 2023,not found,,1,79,79,MA,79
Leap,Pro 2021,not found,,1,49,49,WA,49
Leap,Pro 2021,not found,,1,49,49,AZ,49
JobProgress,Leap Team 2023,238160,Contractors - Roofing,1,79,79,AB,79
JobProgress,Leap Team 2023b,not found,,5,90,429,VA,429
JobProgress,Partner 65,not found,Insurance,1,55,55,GA,55
JobProgress,Leap Team 2023,not found,,1,35,35,PA,35
JobProgress,Partner 65,238160,,1,27.5,27.5,TX,27.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,VA,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,MN,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,7,60.5,423.5,MO,423.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,IA,60.5
JobProgress,Partner 65,not found,,1,79,104,ID,104
JobProgress,Partner 65,not found,,1,60.5,60.5,GA,60.5
JobProgress,Leap Team 2023,not found,,1,65,115,NS,115
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,PA,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,65,65,MT,65
JobProgress,Leap Team 2023,not found,,1,79,79,CA,79
JobProgress,Leap Team 2023,not found,Fire & Water - Damage & Restoration,1,79,79,MD,79
JobProgress,Leap Team 2023,not found,,1,79,79,CO,79
JobProgress,Leap Team 2023,not found,,1,79,79,CO,79
JobProgress,Partner 65,not found,,1,79,79,SC,79
Leap,Pro 2021,not found,Contractors - Building,8,49,392,CO,392
JobProgress,Leap Team 2023b,not found,,3,99,249,Florida,249
JobProgress,Leap Team 2023,not found,,1,79,79,CT,79
JobProgress,Leap Enterprise 2023,not found,,3,65,195,IL,195
JobProgress,Leap Enterprise 2023,not found,,3,65,195,IL,195
JobProgress,Partner 65,not found,,1,65,65,OH,65
JobProgress,Partner 65,not found,,1,65,65,Ohio,65
JobProgress,Partner 65,not found,,1,65,65,MI,65
JobProgress,Partner 65,not found,,1,60.5,60.5,TN,60.5
JobProgress,Leap Team 2023b,not found,,3,99,249,Pennsylvania,249
JobProgress,Partner 65,238160,Contractors - Roofing,1,38.5,38.5,FL,38.5
Both,SalesPro Enterprise 2023,not found,,1,125,125,NC,374
JobProgress,Partner 65,not found,Contractors - Roofing,1,38.5,38.5,AL,38.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,SC,60.5
JobProgress,Partner 65,238160,Contractors - Roofing,1,60.5,60.5,NB,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,FL,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,CO,60.5
JobProgress,Partner 65,not found,,1,60.5,60.5,SC,60.5
JobProgress,Leap Team 2023b,not found,,4,99,348,TN,348
Both,Leap Team 2023b,not found,,4,99,348,GA,447
JobProgress,Partner 65,not found,Contractors - Building,1,50,50,PA,50
JobProgress,Partner 65,not found,Hardware Tools & Services,1,60.5,60.5,DE,60.5
JobProgress,Leap Team 2023,not found,Contractors - Roofing,1,71.5,71.5,UT,71.5
JobProgress,Leap Team 2023b,not found,Contractors - Roofing,3,99,249,TX,249
JobProgress,Partner 65,not found,,1,65,65,NJ,65
JobProgress,Partner 65,not found,,1,65,65,VA,65
JobProgress,Partner 65,not found,Contractors - Roofing,1,65,65,TN,65
JobProgress,Leap Team 2023,not found,,1,79,79,UT,79
JobProgress,Leap Team 2023,not found,Contractors - Building,1,79,79,ND,79
JobProgress,Partner 65,not found,,3,55,165,Florida,165
JobProgress,Partner 65,not found,Contractors - Painting,1,60.5,60.5,CT,60.5
JobProgress,Partner 65,not found,Contractors - Roofing,1,60.5,60.5,IL,60.5
JobProgress,Leap Team 2023,not found,,1,60,60,OH,60
JobProgress,Partner 65,not found,,1,60.5,60.5,MN,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,VA,60.5
JobProgress,Partner 65,not found,,1,55,55,TN,55
JobProgress,Partner 65,not found,Contractors - Building,2,55,110,TX,110
JobProgress,Partner 65,238160,Contractors - Roofing,1,60.5,60.5,FL,60.5
JobProgress,Leap Team 2023b,not found,Contractors - Building,3,99,274,MD,274
JobProgress,Leap Enterprise 2023,not found,,3,89,267,OH,267
JobProgress,Leap Team 2023b,not found,,4,99,348,Georgia,348
Leap,SalesPro Team 2023,238170,Glass Products & Services,1,129,129,IL,129
Both,SalesPro Enterprise 2023,not found,,2,125,250,AR,697
Both,Leap Team 2023b,not found,,3,99,249,CO,348
JobProgress,Leap Team 2023b,not found,,4,99,249,IN,249
JobProgress,Leap Team 2023b,not found,,3,99,249,TX,249
JobProgress,Leap Team 2023b,not found,,3,99,249,NJ,249
JobProgress,Leap Team 2023b,not found,,3,99,249,FL,249
JobProgress,Leap Team 2023b,not found,,3,99,249,TX,249
JobProgress,Leap Team 2023b,not found,,3,99,249,NY,249
JobProgress,Leap Team 2023b,not found,,3,99,249,OK,249
JobProgress,Leap Team 2023b,not found,,3,99,249,MT,249
JobProgress,Leap Team 2023b,238160,,3,99,249,GA,249
JobProgress,Partner 65,not found,Contractors - Roofing,2,60.5,121,AL,121
JobProgress,Partner 65,not found,,1,60.5,60.5,TX,60.5
JobProgress,Leap Team 2023b,not found,,3,99,249,TX,249
JobProgress,Leap Essential,not found,,1,79,79,GA,79
JobProgress,Leap Essential,not found,,1,79,79,Indiana,79
JobProgress,Leap Essential,not found,,1,79,79,IL,79
JobProgress,Leap Team 2023,not found,,1,79,79,Wisconsin,79
JobProgress,Leap Essential,not found,,1,79,79,North Carolina,79
JobProgress,Leap Essential,not found,,1,79,79,Florida,79
JobProgress,Partner 65,not found,,1,60.5,60.5,VA,60.5
Leap,SalesPro Team 2023,not found,,1,99,99,WI,99
JobProgress,Partner 65,not found,Contractors - Roofing,1,65,65,MS,65
JobProgress,Leap Team 2023,not found,,1,45,45,IN,45
JobProgress,Partner 65,not found,Contractors - Building,1,38.5,38.5,IN,38.5
JobProgress,Partner 65,not found,Contractors - Roofing,2,55,110,NY,110
JobProgress,Leap Essential,not found,,1,79,79,Colorado,79
JobProgress,Leap Essential,not found,,1,79,79,New Brunswick,79
JobProgress,Leap Essential,not found,,1,79,79,CT,79
JobProgress,Leap Essential,not found,,1,79,79,Washington,79
JobProgress,Leap Essential,not found,,1,79,79,Virginia,79
JobProgress,Leap Team 2023,not found,,2,79,158,Colorado,158
JobProgress,Partner 65,not found,Contractors - Building,5,38.5,192.5,PA,192.5
JobProgress,Partner 65,not found,,1,50,50,NJ,50
JobProgress,Leap Team 2023b,not found,,3,99,249,Louisiana,249
JobProgress,Partner 65,not found,,1,60.5,60.5,WY,60.5
JobProgress,Partner 65,not found,Contractors - Building,1,60.5,60.5,DE,60.5
Both,SalesPro Team 2023,not found,,1,90,90,MD,339
JobProgress,Leap Essential,not found,,1,79,79,NC,79
JobProgress,Leap Essential,not found,,1,79,79,Michigan,79
JobProgress,Leap Essential,not found,,1,79,79,California,79
JobProgress,Leap Essential,not found,,1,79,79,Indiana,79
JobProgress,Leap Essential,not found,,1,79,79,Alabama,79
JobProgress,Leap Essential,not found,,1,79,79,Virginia,79
